"Period.Begin","Period.End","Day","Month","Year","Metro.City","Metro.State","adjusted_average_new_listings","adjusted_average_new_listings_yoy","adjusted_average_homes_sold","adjusted_average_homes_sold_yoy","Median.Sale.Price.Yoy","Median.Sale.Price"
2021-01-04,2021-01-31,31,1,2021,"Riverside","CA",1214,-0.090636704,1202,0.306521739,0.153945309,437312.5
2021-01-11,2021-02-07,38,2,2021,"Riverside","CA",1259,-0.083029862,1181,0.29495614,0.174667618,445312.5
2021-01-18,2021-02-14,45,2,2021,"Riverside","CA",1291,-0.060407569,1121,0.217155266,0.17514491,447500
2021-01-25,2021-02-21,52,2,2021,"Riverside","CA",1306,-0.050181818,1135,0.202330508,0.179383419,452062.5
2021-02-01,2021-02-28,59,2,2021,"Riverside","CA",1358,-0.024425287,1152,0.128305583,0.182924766,454562.5
2021-02-08,2021-03-07,66,3,2021,"Riverside","CA",1429,-0.004874652,1209,0.128851541,0.192618471,458287.5
2021-02-15,2021-03-14,73,3,2021,"Riverside","CA",1437,-0.002083333,1280,0.156278229,0.207657217,463287.5
2021-02-22,2021-03-21,80,3,2021,"Riverside","CA",1476,0.052031361,1324,0.119188504,0.204948932,467475
2021-03-01,2021-03-28,87,3,2021,"Riverside","CA",1489,0.158754864,1327,0.174336283,0.211590858,472475
2021-03-08,2021-04-04,94,4,2021,"Riverside","CA",1441,0.258515284,1386,0.214723926,0.197566646,470000
2021-03-15,2021-04-11,101,4,2021,"Riverside","CA",1471,0.502553626,1381,0.275161588,0.195662543,470000
2021-03-22,2021-04-18,108,4,2021,"Riverside","CA",1504,0.656387665,1408,0.420787084,0.208333333,471250
2021-03-29,2021-04-25,115,4,2021,"Riverside","CA",1522,0.676211454,1410,0.570155902,0.22225471,473623.7
2021-04-05,2021-05-02,122,5,2021,"Riverside","CA",1580,0.726775956,1414,0.648018648,0.242129333,476123.7
2021-04-12,2021-05-09,129,5,2021,"Riverside","CA",1561,0.553233831,1422,0.725728155,0.260425192,481561.2
2021-04-19,2021-05-16,136,5,2021,"Riverside","CA",1585,0.464879852,1400,0.73053152,0.266098027,485311.2
2021-04-26,2021-05-23,143,5,2021,"Riverside","CA",1604,0.378006873,1410,0.725826193,0.273665143,490437.5
2021-05-03,2021-05-30,150,5,2021,"Riverside","CA",1583,0.341525424,1404,0.720588235,0.282962876,493937.5
2021-05-10,2021-06-06,157,6,2021,"Riverside","CA",1610,0.267716535,1361,0.588098016,0.278325426,493750
2021-05-17,2021-06-13,164,6,2021,"Riverside","CA",1598,0.224521073,1377,0.501635769,0.293212254,499500
2021-05-24,2021-06-20,171,6,2021,"Riverside","CA",1582,0.211332312,1377,0.372881356,0.297036082,503250
2021-05-31,2021-06-27,178,6,2021,"Riverside","CA",1606,0.188749075,1354,0.229791099,0.278778874,503500
2021-06-07,2021-07-04,185,7,2021,"Riverside","CA",1596,0.204528302,1479,0.22231405,0.271521186,507000
2021-06-14,2021-07-11,192,7,2021,"Riverside","CA",1577,0.171619614,1417,0.106167057,0.256879138,505875
2021-06-21,2021-07-18,199,7,2021,"Riverside","CA",1610,0.165821868,1414,0.055223881,0.243761267,507125
2021-06-28,2021-07-25,206,7,2021,"Riverside","CA",1617,0.15582559,1400,0.027146001,0.247256098,511375
2021-07-05,2021-08-01,213,8,2021,"Riverside","CA",1608,0.115117892,1366,-0.065663475,0.232930514,510125
2021-07-12,2021-08-08,220,8,2021,"Riverside","CA",1634,0.101078167,1400,-0.053414469,0.231722727,511750
2021-07-19,2021-08-15,227,8,2021,"Riverside","CA",1619,0.069352708,1365,-0.077079108,0.21749054,506750
2021-07-26,2021-08-22,234,8,2021,"Riverside","CA",1582,0.018673535,1356,-0.092976589,0.211738529,503750
2021-08-02,2021-08-29,241,8,2021,"Riverside","CA",1592,0.01660281,1308,-0.098552722,0.209305114,504250
2021-08-09,2021-09-05,248,9,2021,"Riverside","CA",1587,-0.012445551,1355,-0.097869507,0.193560605,502936.6
2021-08-16,2021-09-12,255,9,2021,"Riverside","CA",1540,-0.024081115,1297,-0.101178101,0.198071941,505436.6
2021-08-23,2021-09-19,262,9,2021,"Riverside","CA",1542,-0.032622334,1301,-0.097154754,0.191079766,509186.6
2021-08-30,2021-09-26,269,9,2021,"Riverside","CA",1514,-0.046599496,1324,-0.070877193,0.186986199,507436.6
2021-09-06,2021-10-03,276,10,2021,"Riverside","CA",1505,-0.027777778,1328,-0.087285223,0.178082192,505250
2021-09-13,2021-10-10,283,10,2021,"Riverside","CA",1505,-0.048672566,1372,-0.093192333,0.169516082,504500
2021-09-20,2021-10-17,290,10,2021,"Riverside","CA",1496,-0.051363348,1351,-0.088394062,0.169685553,504500
2021-09-27,2021-10-24,297,10,2021,"Riverside","CA",1477,-0.059235669,1348,-0.089189189,0.178545612,509500
2021-10-04,2021-10-31,304,10,2021,"Riverside","CA",1402,-0.069057105,1357,-0.076870748,0.188573017,513000
2021-10-11,2021-11-07,311,11,2021,"Riverside","CA",1400,-0.035812672,1393,-0.053668478,0.188791724,512500
2021-10-18,2021-11-14,318,11,2021,"Riverside","CA",1345,-0.01896426,1368,-0.063013699,0.187727487,511373.1
2021-10-25,2021-11-21,325,11,2021,"Riverside","CA",1319,0.007639419,1377,-0.073351279,0.180849203,513873.1
2021-11-01,2021-11-28,332,11,2021,"Riverside","CA",1189,-0.003352892,1237,-0.085059172,0.18240474,513873.1
2021-11-08,2021-12-05,339,12,2021,"Riverside","CA",1114,-0.021089631,1266,-0.0752374,0.191852762,518873.1
2021-11-15,2021-12-12,346,12,2021,"Riverside","CA",1064,-0.038843722,1305,-0.069186876,0.194267516,525000
2021-11-22,2021-12-19,353,12,2021,"Riverside","CA",958,-0.070805044,1297,-0.073571429,0.205094523,527500
2021-11-29,2021-12-26,360,12,2021,"Riverside","CA",897,-0.063674322,1346,-0.034433286,0.21237933,533750
2021-12-06,2022-01-02,2,1,2022,"Riverside","CA",774,-0.081850534,1271,-0.044360902,0.204683682,533373.7
2021-12-13,2022-01-09,9,1,2022,"Riverside","CA",792,-0.052631579,1228,-0.023847377,0.216359635,533373.7
2021-12-20,2022-01-16,16,1,2022,"Riverside","CA",898,-0.024972856,1157,-0.017826825,0.215493405,533373.7
2021-12-27,2022-01-23,23,1,2022,"Riverside","CA",1067,-0.016589862,1095,-0.068085106,0.217251707,532623.7
2022-01-03,2022-01-30,30,1,2022,"Riverside","CA",1239,0.020593081,1070,-0.109816972,0.214234672,531000
2022-01-10,2022-02-06,37,2,2022,"Riverside","CA",1310,0.04050834,1045,-0.115156647,0.189614035,529750
2022-01-17,2022-02-13,44,2,2022,"Riverside","CA",1339,0.03718048,998,-0.109723461,0.189385475,532250
2022-01-24,2022-02-20,51,2,2022,"Riverside","CA",1396,0.068912711,1096,-0.034361233,0.184570718,535500
2022-01-31,2022-02-27,58,2,2022,"Riverside","CA",1399,0.030191458,1101,-0.044270833,0.196205142,543750
2022-02-07,2022-03-06,65,3,2022,"Riverside","CA",1440,0.007697691,1193,-0.013234078,0.200120012,550000
2022-02-14,2022-03-13,72,3,2022,"Riverside","CA",1466,0.020180932,1264,-0.0125,0.195262121,553750
2022-02-21,2022-03-20,79,3,2022,"Riverside","CA",1481,0.003387534,1272,-0.039274924,0.197925023,560000
2022-02-28,2022-03-27,86,3,2022,"Riverside","CA",1496,0.004701142,1312,-0.011303693,0.195830467,565000
2022-03-07,2022-04-03,93,4,2022,"Riverside","CA",1476,0.024288688,1324,-0.044733045,0.199468085,563750
2022-03-14,2022-04-10,100,4,2022,"Riverside","CA",1520,0.033310673,1337,-0.03186097,0.199468085,563750
2022-03-21,2022-04-17,107,4,2022,"Riverside","CA",1511,0.004654255,1336,-0.051136364,0.196286472,563750
2022-03-28,2022-04-24,114,4,2022,"Riverside","CA",1589,0.044021025,1334,-0.053900709,0.195569394,566250
2022-04-04,2022-05-01,121,5,2022,"Riverside","CA",1632,0.032911392,1325,-0.062942008,0.202418615,572500
2022-04-11,2022-05-08,128,5,2022,"Riverside","CA",1626,0.041639974,1305,-0.082278481,0.199224522,577500
2022-04-18,2022-05-15,135,5,2022,"Riverside","CA",1706,0.076340694,1285,-0.082142857,0.189958113,577500
2022-04-25,2022-05-22,142,5,2022,"Riverside","CA",1715,0.069201995,1272,-0.09787234,0.174053779,575800
2022-05-02,2022-05-29,149,5,2022,"Riverside","CA",1692,0.068856601,1232,-0.122507123,0.167759079,576800
2022-05-09,2022-06-05,156,6,2022,"Riverside","CA",1644,0.021118012,1209,-0.111682586,0.168202532,576800
2022-05-16,2022-06-12,163,6,2022,"Riverside","CA",1622,0.015018773,1188,-0.137254902,0.157257257,578050
2022-05-23,2022-06-19,170,6,2022,"Riverside","CA",1611,0.018331226,1174,-0.147421932,0.143070045,575250
2022-05-30,2022-06-26,177,6,2022,"Riverside","CA",1641,0.021793275,1129,-0.166174298,0.140516385,574250
2022-06-06,2022-07-03,184,7,2022,"Riverside","CA",1668,0.045112782,1164,-0.212981744,0.120315582,568000
2022-06-13,2022-07-10,191,7,2022,"Riverside","CA",1597,0.012682308,1080,-0.237826394,0.112923153,563000
2022-06-20,2022-07-17,198,7,2022,"Riverside","CA",1566,-0.027329193,1033,-0.269448373,0.10672911,561250
2022-06-27,2022-07-24,205,7,2022,"Riverside","CA",1492,-0.077303649,1001,-0.285,0.085309215,555000
2022-07-04,2022-07-31,212,7,2022,"Riverside","CA",1409,-0.123756219,955,-0.300878477,0.081475129,551687.5
2022-07-11,2022-08-07,219,8,2022,"Riverside","CA",1399,-0.143818849,972,-0.305714286,0.072911578,549062.5
2022-07-18,2022-08-14,226,8,2022,"Riverside","CA",1331,-0.177887585,954,-0.301098901,0.08103108,547812.5
2022-07-25,2022-08-21,233,8,2022,"Riverside","CA",1275,-0.194058154,947,-0.301622419,0.087468983,547812.5
2022-08-01,2022-08-28,240,8,2022,"Riverside","CA",1273,-0.200376884,942,-0.279816514,0.085523054,547375
2022-08-08,2022-09-04,247,9,2022,"Riverside","CA",1247,-0.214240706,971,-0.283394834,0.085623914,546000
2022-08-15,2022-09-11,254,9,2022,"Riverside","CA",1210,-0.214285714,928,-0.284502699,0.08025418,546000
2022-08-22,2022-09-18,261,9,2022,"Riverside","CA",1214,-0.212710765,935,-0.28132206,0.067388655,543500
2022-08-29,2022-09-25,268,9,2022,"Riverside","CA",1188,-0.215323646,906,-0.31570997,0.071069765,543500
2022-09-05,2022-10-02,275,10,2022,"Riverside","CA",1132,-0.247840532,943,-0.289909639,0.073725878,542500
2022-09-12,2022-10-09,282,10,2022,"Riverside","CA",1115,-0.259136213,968,-0.294460641,0.065411298,537500
2022-09-19,2022-10-16,289,10,2022,"Riverside","CA",1072,-0.28342246,926,-0.314581791,0.065411298,537500
2022-09-26,2022-10-23,296,10,2022,"Riverside","CA",1065,-0.278943805,892,-0.338278932,0.05106104,535515.6
2022-10-03,2022-10-30,303,10,2022,"Riverside","CA",1036,-0.261055635,819,-0.396462786,0.041453411,534265.6
2022-10-10,2022-11-06,310,11,2022,"Riverside","CA",1028,-0.265714286,799,-0.426417803,0.037586537,531763.1
2022-10-17,2022-11-13,317,11,2022,"Riverside","CA",986,-0.266914498,742,-0.457602339,0.032515398,528000.6
2022-10-24,2022-11-20,324,11,2022,"Riverside","CA",932,-0.293404094,745,-0.458968773,0.019191314,523735
2022-10-31,2022-11-27,331,11,2022,"Riverside","CA",829,-0.302775442,662,-0.464834276,0.009461285,518735
2022-11-07,2022-12-04,338,12,2022,"Riverside","CA",759,-0.318671454,677,-0.465244866,0.004556798,521237.5
2022-11-14,2022-12-11,345,12,2022,"Riverside","CA",722,-0.321428571,700,-0.463601533,-0.007142857,521250
2022-11-21,2022-12-18,352,12,2022,"Riverside","CA",652,-0.319415449,686,-0.471087124,-0.011848341,521250
2022-11-28,2022-12-25,359,12,2022,"Riverside","CA",624,-0.304347826,730,-0.457652303,-0.016393443,525000
2022-12-05,2023-01-01,1,1,2023,"Riverside","CA",534,-0.310077519,688,-0.458693942,-0.018043072,523750
2022-12-12,2023-01-08,8,1,2023,"Riverside","CA",538,-0.320707071,650,-0.470684039,-0.02507379,520000
2022-12-19,2023-01-15,15,1,2023,"Riverside","CA",588,-0.345211581,621,-0.46326707,-0.018043072,523750
2022-12-26,2023-01-22,22,1,2023,"Riverside","CA",706,-0.338331771,585,-0.465753425,-0.026070939,518737.7
2023-01-02,2023-01-29,29,1,2023,"Riverside","CA",810,-0.346246973,575,-0.462616822,-0.030154991,514987.7
2023-01-09,2023-02-05,36,2,2023,"Riverside","CA",873,-0.333587786,613,-0.413397129,-0.02495479,516530.2
2023-01-16,2023-02-12,43,2,2023,"Riverside","CA",897,-0.330097087,631,-0.367735471,-0.031883138,515280.2
2023-01-23,2023-02-19,50,2,2023,"Riverside","CA",926,-0.336676218,687,-0.373175182,-0.028398693,520292.5
2023-01-30,2023-02-26,57,2,2023,"Riverside","CA",925,-0.338813438,713,-0.352406903,-0.022450575,531542.5
2023-02-06,2023-03-05,64,3,2023,"Riverside","CA",897,-0.377083333,776,-0.349538977,-0.025,536250
2023-02-13,2023-03-12,71,3,2023,"Riverside","CA",915,-0.37585266,811,-0.358386076,-0.018058691,543750
2023-02-20,2023-03-19,78,3,2023,"Riverside","CA",916,-0.381498987,815,-0.35927673,-0.025446429,545750
2023-02-27,2023-03-26,85,3,2023,"Riverside","CA",938,-0.372994652,855,-0.348323171,-0.045132743,539500
2023-03-06,2023-04-02,92,4,2023,"Riverside","CA",961,-0.348915989,875,-0.339123867,-0.036564435,543136.8
2023-03-13,2023-04-09,99,4,2023,"Riverside","CA",954,-0.372368421,860,-0.356768886,-0.03434714,544386.8
2023-03-20,2023-04-16,106,4,2023,"Riverside","CA",977,-0.353408339,875,-0.34505988,-0.031908115,545761.8
2023-03-27,2023-04-23,113,4,2023,"Riverside","CA",994,-0.374449339,887,-0.335082459,-0.031767241,548261.8
2023-04-03,2023-04-30,120,4,2023,"Riverside","CA",1007,-0.382965686,900,-0.320754717,-0.044323144,547125
2023-04-10,2023-05-07,127,5,2023,"Riverside","CA",1067,-0.343788438,922,-0.29348659,-0.052597403,547125
2023-04-17,2023-05-14,134,5,2023,"Riverside","CA",1066,-0.375146542,942,-0.26692607,-0.051948052,547500
2023-04-24,2023-05-21,141,5,2023,"Riverside","CA",1109,-0.35335277,962,-0.243710692,-0.044807225,550000
2023-05-01,2023-05-28,148,5,2023,"Riverside","CA",1133,-0.330378251,948,-0.230519481,-0.046463245,550000
2023-05-08,2023-06-04,155,6,2023,"Riverside","CA",1094,-0.334549878,946,-0.217535153,-0.046896671,549750
2023-05-15,2023-06-11,162,6,2023,"Riverside","CA",1090,-0.327990136,923,-0.223063973,-0.044632817,552250
2023-05-22,2023-06-18,169,6,2023,"Riverside","CA",1052,-0.346989448,916,-0.219761499,-0.042590178,550750
2023-05-29,2023-06-25,176,6,2023,"Riverside","CA",1045,-0.363193175,876,-0.224092117,-0.032215934,555750
2023-06-05,2023-07-02,183,7,2023,"Riverside","CA",1069,-0.35911271,945,-0.18814433,-0.021126761,556000
2023-06-12,2023-07-09,190,7,2023,"Riverside","CA",1053,-0.340638698,894,-0.172222222,-0.014653641,554750
2023-06-19,2023-07-16,197,7,2023,"Riverside","CA",1078,-0.311621967,853,-0.174249758,-0.011135857,555000
2023-06-26,2023-07-23,204,7,2023,"Riverside","CA",1073,-0.280831099,845,-0.155844156,-0.004504505,552500
2023-07-03,2023-07-30,211,7,2023,"Riverside","CA",1053,-0.252661462,795,-0.167539267,-0.003058797,550000
2023-07-10,2023-08-06,218,8,2023,"Riverside","CA",1084,-0.225160829,846,-0.12962963,0.002618099,550500
2023-07-17,2023-08-13,225,8,2023,"Riverside","CA",1070,-0.196093163,848,-0.111111111,0.016314889,556750
2023-07-24,2023-08-20,232,8,2023,"Riverside","CA",1042,-0.182745098,854,-0.098204857,0.020978346,559304.7
2023-07-31,2023-08-27,239,8,2023,"Riverside","CA",1013,-0.204241948,820,-0.129511677,0.021789815,559302.2
2023-08-07,2023-09-03,246,9,2023,"Riverside","CA",989,-0.206896552,836,-0.139031926,0.023447253,558802.2
2023-08-14,2023-09-10,253,9,2023,"Riverside","CA",957,-0.209090909,783,-0.15625,0.011771429,552427.2
2023-08-21,2023-09-17,260,9,2023,"Riverside","CA",966,-0.204283361,766,-0.180748663,0.014024839,551122.5
2023-08-28,2023-09-24,267,9,2023,"Riverside","CA",984,-0.171717172,764,-0.156732892,0.007129715,547375
2023-09-04,2023-10-01,274,10,2023,"Riverside","CA",974,-0.139575972,768,-0.185577943,0.00437788,544875
2023-09-11,2023-10-08,281,10,2023,"Riverside","CA",995,-0.107623318,799,-0.174586777,0.020930233,548750
2023-09-18,2023-10-15,288,10,2023,"Riverside","CA",1000,-0.067164179,766,-0.172786177,0.015581395,545875
2023-09-25,2023-10-22,295,10,2023,"Riverside","CA",990,-0.070422535,760,-0.147982063,0.024013119,548375
2023-10-02,2023-10-29,302,10,2023,"Riverside","CA",978,-0.055984556,724,-0.115995116,0.031088283,550875
2023-10-09,2023-11-05,309,11,2023,"Riverside","CA",979,-0.04766537,739,-0.075093867,0.035940628,550875
2023-10-16,2023-11-12,316,11,2023,"Riverside","CA",966.080666,-0.020202164,723.3973301,-0.025070984,0.039298061,548750
2023-10-23,2023-11-19,323,11,2023,"Riverside","CA",946.4676808,0.015523263,733.5157939,-0.015415042,0.052536111,551250
2023-10-30,2023-11-26,330,11,2023,"Riverside","CA",857.3741432,0.034226952,659.8565588,-0.003237827,0.06473151,552313.5
2023-11-06,2023-12-03,337,12,2023,"Riverside","CA",804.1199106,0.059446523,643.6036394,-0.049329927,0.050318329,547465.3
2019-12-09,2020-01-05,5,1,2020,"Sacramento","CA",272,-0.130990415,503,0.093478261,0.070345273,414625
2019-12-16,2020-01-12,12,1,2020,"Sacramento","CA",320,-0.061583578,460,0.087470449,0.066168103,409875
2019-12-23,2020-01-19,19,1,2020,"Sacramento","CA",400,0.017811705,429,0.105670103,0.072340426,409500
2019-12-30,2020-01-26,26,1,2020,"Sacramento","CA",506,0.012,416,0.112299465,0.078807947,407250
2020-01-06,2020-02-02,33,2,2020,"Sacramento","CA",565,0.029143898,420,0.105263158,0.060983607,404500
2020-01-13,2020-02-09,40,2,2020,"Sacramento","CA",601,0.045217391,413,0.04556962,0.070828529,406312.5
2020-01-20,2020-02-16,47,2,2020,"Sacramento","CA",615,0.045918367,413,0.00486618,0.084522828,411237.5
2020-01-27,2020-02-23,54,2,2020,"Sacramento","CA",647,0.064144737,434,-0.002298851,0.074802004,415612.5
2020-02-03,2020-03-01,61,3,2020,"Sacramento","CA",695,0.128246753,476,-0.016528926,0.067464497,418112.5
2020-02-10,2020-03-08,68,3,2020,"Sacramento","CA",732,0.154574132,510,-0.001956947,0.059460312,419612.5
2020-02-17,2020-03-15,75,3,2020,"Sacramento","CA",794,0.171091445,536,-0.011070111,0.058021013,421687.5
2020-02-24,2020-03-22,82,3,2020,"Sacramento","CA",802,0.160636758,569,-0.003502627,0.056688989,424062.5
2020-03-02,2020-03-29,89,3,2020,"Sacramento","CA",737,0.010973937,547,-0.068143101,0.063521719,426937.5
2020-03-09,2020-04-05,96,4,2020,"Sacramento","CA",681,-0.147684606,540,-0.081632653,0.077467106,433812.5
2020-03-16,2020-04-12,103,4,2020,"Sacramento","CA",585,-0.310141509,499,-0.142611684,0.070689496,435072
2020-03-23,2020-04-19,110,4,2020,"Sacramento","CA",551,-0.372437358,459,-0.237541528,0.061272456,432572
2020-03-30,2020-04-26,117,4,2020,"Sacramento","CA",574,-0.380798274,434,-0.271812081,0.060307704,434697
2020-04-06,2020-05-03,124,5,2020,"Sacramento","CA",592,-0.368196371,416,-0.354037267,0.044463493,429509.5
2020-04-13,2020-05-10,131,5,2020,"Sacramento","CA",633,-0.318622174,409,-0.379362671,0.03021148,426250
2020-04-20,2020-05-17,138,5,2020,"Sacramento","CA",675,-0.303405573,405,-0.401772526,0.024024024,426250
2020-04-27,2020-05-24,145,5,2020,"Sacramento","CA",732,-0.243801653,430,-0.380403458,0.003562945,422500
2020-05-04,2020-05-31,152,5,2020,"Sacramento","CA",726,-0.216828479,448,-0.352601156,0.0160962,427776.5
2020-05-11,2020-06-07,159,6,2020,"Sacramento","CA",761,-0.179072276,487,-0.290087464,0.020428571,432151.5
2020-05-18,2020-06-14,166,6,2020,"Sacramento","CA",775,-0.143646409,534,-0.241477273,0.034678107,437151.5
2020-05-25,2020-06-21,173,6,2020,"Sacramento","CA",774,-0.120454545,582,-0.169757489,0.052115407,442151.5
2020-06-01,2020-06-28,180,6,2020,"Sacramento","CA",796,-0.096481271,642,-0.131258457,0.051811164,442812.5
2020-06-08,2020-07-05,187,7,2020,"Sacramento","CA",761,-0.100472813,684,-0.052631579,0.062203088,447187.5
2020-06-15,2020-07-12,194,7,2020,"Sacramento","CA",767,-0.103971963,731,0.070278184,0.073380867,451625
2020-06-22,2020-07-19,201,7,2020,"Sacramento","CA",763,-0.116898148,747,0.068669528,0.087202381,456625
2020-06-29,2020-07-26,208,7,2020,"Sacramento","CA",772,-0.079856973,776,0.153046062,0.104123095,461937.5
2020-07-06,2020-08-02,215,8,2020,"Sacramento","CA",800,-0.043062201,835,0.131436314,0.106791778,464437.5
2020-07-13,2020-08-09,222,8,2020,"Sacramento","CA",810,0.004962779,840,0.135135135,0.106065133,462750
2020-07-20,2020-08-16,229,8,2020,"Sacramento","CA",836,0.064968153,850,0.203966006,0.120233124,467557.3
2020-07-27,2020-08-23,236,8,2020,"Sacramento","CA",840,0.055276382,828,0.196531792,0.106241375,466557.3
2020-08-03,2020-08-30,243,8,2020,"Sacramento","CA",840,0.052631579,793,0.149275362,0.112837925,466557.3
2020-08-10,2020-09-06,250,9,2020,"Sacramento","CA",845,0.093143596,819,0.237160121,0.122676923,470682.3
2020-08-17,2020-09-13,257,9,2020,"Sacramento","CA",822,0.088741722,778,0.177004539,0.110945866,466875
2020-08-24,2020-09-20,264,9,2020,"Sacramento","CA",830,0.127717391,791,0.243710692,0.141949153,471625
2020-08-31,2020-09-27,271,9,2020,"Sacramento","CA",830,0.167369902,801,0.328358209,0.14346247,472250
2020-09-07,2020-10-04,278,10,2020,"Sacramento","CA",820,0.184971098,794,0.217791411,0.142210145,472875
2020-09-14,2020-10-11,285,10,2020,"Sacramento","CA",826,0.23099851,821,0.268933539,0.152937614,475875
2020-09-21,2020-10-18,292,10,2020,"Sacramento","CA",819,0.281690141,799,0.250391236,0.142557023,475875
2020-09-28,2020-10-25,299,10,2020,"Sacramento","CA",819,0.325242718,794,0.250393701,0.154912598,479000
2020-10-05,2020-11-01,306,11,2020,"Sacramento","CA",790,0.359724613,791,0.267628205,0.162195122,476500
2020-10-12,2020-11-08,313,11,2020,"Sacramento","CA",751,0.331560284,776,0.25974026,0.153377967,473750
2020-10-19,2020-11-15,320,11,2020,"Sacramento","CA",693,0.295327103,780,0.280788177,0.157379057,472500
2020-10-26,2020-11-22,327,11,2020,"Sacramento","CA",653,0.298210736,783,0.287828947,0.152905199,471250
2020-11-02,2020-11-29,334,11,2020,"Sacramento","CA",559,0.261851016,710,0.265597148,0.141691843,472375
2020-11-09,2020-12-06,341,12,2020,"Sacramento","CA",537,0.322660099,739,0.351005484,0.147129909,474625
2020-11-16,2020-12-13,348,12,2020,"Sacramento","CA",506,0.335092348,723,0.295698925,0.142001198,476500
2020-11-23,2020-12-20,355,12,2020,"Sacramento","CA",463,0.37388724,705,0.293577982,0.149501661,475750
2020-11-30,2020-12-27,362,12,2020,"Sacramento","CA",425,0.393442623,704,0.333333333,0.150983359,475500
2020-12-07,2021-01-03,3,1,2021,"Sacramento","CA",360,0.323529412,627,0.246520875,0.144407597,474500
2020-12-14,2021-01-10,10,1,2021,"Sacramento","CA",370,0.15625,589,0.280434783,0.152536017,472395.7
2020-12-21,2021-01-17,17,1,2021,"Sacramento","CA",403,0.0075,539,0.256410256,0.152980952,472145.7
2020-12-28,2021-01-24,24,1,2021,"Sacramento","CA",478,-0.055335968,515,0.237980769,0.171935421,477270.7
2021-01-04,2021-01-31,31,1,2021,"Sacramento","CA",515,-0.088495575,520,0.238095238,0.170014091,473270.7
2021-01-11,2021-02-07,38,2,2021,"Sacramento","CA",535,-0.109816972,506,0.225181598,0.171512075,476000
