"Period.Begin","Period.End","Day","Month","Year","Metro.City","Metro.State","adjusted_average_new_listings","adjusted_average_new_listings_yoy","adjusted_average_homes_sold","adjusted_average_homes_sold_yoy","Median.Sale.Price.Yoy","Median.Sale.Price"
2020-07-20,2020-08-16,229,8,2020,"Phoenix","AZ",2222,0.162133891,2083,0.034773969,0.151070526,324587.5
2020-07-27,2020-08-23,236,8,2020,"Phoenix","AZ",2250,0.155624037,2050,0.04805726,0.164012456,327087.5
2020-08-03,2020-08-30,243,8,2020,"Phoenix","AZ",2304,0.185795162,1941,-0.020686176,0.170141682,329086.2
2020-08-10,2020-09-06,250,9,2020,"Phoenix","AZ",2330,0.182141045,2056,0.086106709,0.161809184,328086.2
2020-08-17,2020-09-13,257,9,2020,"Phoenix","AZ",2310,0.16725619,1981,0.078976035,0.163346923,329611.2
2020-08-24,2020-09-20,264,9,2020,"Phoenix","AZ",2348,0.156080748,2032,0.09541779,0.163346923,329611.2
2020-08-31,2020-09-27,271,9,2020,"Phoenix","AZ",2323,0.147727273,2004,0.155709343,0.174653608,331362.5
2020-09-07,2020-10-04,278,10,2020,"Phoenix","AZ",2324,0.106666667,2103,0.102779234,0.174642523,334112.5
2020-09-14,2020-10-11,285,10,2020,"Phoenix","AZ",2377,0.128679962,2189,0.174986581,0.175592625,33475
2020-09-21,2020-10-18,292,10,2020,"Phoenix","AZ",2361,0.133461354,2152,0.186982901,0.176419214,33675
2020-09-28,2020-10-25,299,10,2020,"Phoenix","AZ",2363,0.145974782,2132,0.247513166,0.175922947,33775
2020-10-05,2020-11-01,306,11,2020,"Phoenix","AZ",2254,0.143002028,2147,0.245359629,0.179560876,3385
2020-10-12,2020-11-08,313,11,2020,"Phoenix","AZ",2150,0.115723923,2131,0.217018846,0.175617229,33825
2020-10-19,2020-11-15,320,11,2020,"Phoenix","AZ",2073,0.10442195,2120,0.199773628,0.174349576,3395
2020-10-26,2020-11-22,327,11,2020,"Phoenix","AZ",1989,0.102549889,2228,0.235033259,0.172613141,33975
2020-11-02,2020-11-29,334,11,2020,"Phoenix","AZ",1796,0.123904881,1940,0.182205972,0.175650355,33725
2020-11-09,2020-12-06,341,12,2020,"Phoenix","AZ",1723,0.138797092,2130,0.255156158,0.175539069,338687.5
2020-11-16,2020-12-13,348,12,2020,"Phoenix","AZ",1640,0.157374735,2138,0.250292398,0.161041424,336687.5
2020-11-23,2020-12-20,355,12,2020,"Phoenix","AZ",1533,0.158730159,2132,0.210675752,0.163346099,337937.5
2020-11-30,2020-12-27,362,12,2020,"Phoenix","AZ",1436,0.173202614,2108,0.271411339,0.16146193,340437.5
2020-12-07,2021-01-03,3,1,2021,"Phoenix","AZ",1288,0.098976109,1935,0.246778351,0.148375172,33775
2020-12-14,2021-01-10,10,1,2021,"Phoenix","AZ",1350,0.023502654,1867,0.280521262,0.164093957,3415
2020-12-21,2021-01-17,17,1,2021,"Phoenix","AZ",1458,-0.067178503,1726,0.307575758,0.166106834,344
2020-12-28,2021-01-24,24,1,2021,"Phoenix","AZ",1753,-0.066062866,1719,0.276169265,0.171739112,34525
2021-01-04,2021-01-31,31,1,2021,"Phoenix","AZ",1951,-0.042218949,1741,0.19738652,0.179134847,34625
2021-01-11,2021-02-07,38,2,2021,"Phoenix","AZ",1997,-0.036196911,1683,0.164705882,0.188982494,34825
2021-01-18,2021-02-14,45,2,2021,"Phoenix","AZ",2029,-0.010243902,1653,0.099069149,0.186956262,34825
2021-01-25,2021-02-21,52,2,2021,"Phoenix","AZ",2041,-0.013533108,1735,0.057926829,0.189669771,35125
2021-02-01,2021-02-28,59,2,2021,"Phoenix","AZ",2102,-0.004263382,1892,0.04127683,0.196473552,35625
2021-02-08,2021-03-07,66,3,2021,"Phoenix","AZ",2169,0.006963788,2066,0.069358178,0.198498082,359249.8
2021-02-15,2021-03-14,73,3,2021,"Phoenix","AZ",2229,0.031944444,2123,0.082610913,0.196856245,361749.8
2021-02-22,2021-03-21,80,3,2021,"Phoenix","AZ",2266,-0.019896194,2202,0.097706879,0.183726156,362499.8
2021-03-01,2021-03-28,87,3,2021,"Phoenix","AZ",2298,-0.043695381,2040,0.093247588,0.199240161,368749.8
2021-03-08,2021-04-04,94,4,2021,"Phoenix","AZ",2254,-0.051346801,2111,0.08814433,0.193601522,370
2021-03-15,2021-04-11,101,4,2021,"Phoenix","AZ",2277,-0.027754056,2113,0.154644809,0.196840213,3725
2021-03-22,2021-04-18,108,4,2021,"Phoenix","AZ",2316,0.095553453,2127,0.215428571,0.221774194,37875
2021-03-29,2021-04-25,115,4,2021,"Phoenix","AZ",2305,0.194300518,2142,0.339587242,0.230894309,3785
2021-04-05,2021-05-02,122,5,2021,"Phoenix","AZ",2371,0.302747253,2191,0.413548387,0.255336617,38225
2021-04-12,2021-05-09,129,5,2021,"Phoenix","AZ",2331,0.292128603,2219,0.461791831,0.293405676,387375
2021-04-19,2021-05-16,136,5,2021,"Phoenix","AZ",2310,0.26160568,2207,0.47922252,0.312080537,391
2021-04-26,2021-05-23,143,5,2021,"Phoenix","AZ",2322,0.251752022,2242,0.434420985,0.327731092,395
2021-05-03,2021-05-30,150,5,2021,"Phoenix","AZ",2251,0.240220386,2234,0.413924051,0.331297071,397725
2021-05-10,2021-06-06,157,6,2021,"Phoenix","AZ",2233,0.228272827,2213,0.334740651,0.329416667,398825
2021-05-17,2021-06-13,164,6,2021,"Phoenix","AZ",2261,0.232152589,2167,0.246118459,0.323326976,39895
2021-05-24,2021-06-20,171,6,2021,"Phoenix","AZ",2251,0.22871179,2164,0.173535792,0.313108185,40145
2021-05-31,2021-06-27,178,6,2021,"Phoenix","AZ",2302,0.209033613,2007,0.068121341,0.305867501,403725
2021-06-07,2021-07-04,185,7,2021,"Phoenix","AZ",2264,0.201698514,2143,0.007996237,0.287917434,406225
2021-06-14,2021-07-11,192,7,2021,"Phoenix","AZ",2216,0.161425577,2066,-0.047926267,0.291415854,408975
2021-06-21,2021-07-18,199,7,2021,"Phoenix","AZ",2234,0.127713276,2021,-0.08963964,0.281300979,408975
2021-06-28,2021-07-25,206,7,2021,"Phoenix","AZ",2206,0.091538842,1969,-0.113861386,0.278046875,408975
2021-07-05,2021-08-01,213,8,2021,"Phoenix","AZ",2282,0.086666667,1924,-0.137992832,0.288823529,410812.5
2021-07-12,2021-08-08,220,8,2021,"Phoenix","AZ",2320,0.0608139,1945,-0.111466423,0.272393822,411937.5
2021-07-19,2021-08-15,227,8,2021,"Phoenix","AZ",2307,0.038253825,1890,-0.092654825,0.275811607,414112.5
2021-07-26,2021-08-22,234,8,2021,"Phoenix","AZ",2312,0.027555556,1921,-0.062926829,0.265983873,414087.5
2021-08-02,2021-08-29,241,8,2021,"Phoenix","AZ",2311,0.003038194,1814,-0.065430191,0.252787264,412275
2021-08-09,2021-09-05,248,9,2021,"Phoenix","AZ",2273,-0.024463519,1976,-0.038910506,0.26003471,4134
2021-08-16,2021-09-12,255,9,2021,"Phoenix","AZ",2227,-0.035930736,1945,-0.01817264,0.260879485,4156
2021-08-23,2021-09-19,262,9,2021,"Phoenix","AZ",2203,-0.061754685,1991,-0.020177165,0.263937937,416608.1
2021-08-30,2021-09-26,269,9,2021,"Phoenix","AZ",2151,-0.074042187,1977,-0.013473054,0.261030141,417858.1
2021-09-06,2021-10-03,276,10,2021,"Phoenix","AZ",2156,-0.072289157,2032,-0.033761293,0.249902653,417608.1
2021-09-13,2021-10-10,283,10,2021,"Phoenix","AZ",2185,-0.080774085,2083,-0.048423938,0.245655265,416983.1
2021-09-20,2021-10-17,290,10,2021,"Phoenix","AZ",2172,-0.080050826,2035,-0.05436803,0.246473645,41975
2021-09-27,2021-10-24,297,10,2021,"Phoenix","AZ",2182,-0.076597545,2030,-0.047842402,0.250185048,42225
2021-10-04,2021-10-31,304,10,2021,"Phoenix","AZ",2113,-0.062555457,1952,-0.090824406,0.255539143,425
2021-10-11,2021-11-07,311,11,2021,"Phoenix","AZ",2094,-0.026046512,1962,-0.07930549,0.263858093,4275
2021-10-18,2021-11-14,318,11,2021,"Phoenix","AZ",2096,0.011095031,1902,-0.102830189,0.262886598,42875
2021-10-25,2021-11-21,325,11,2021,"Phoenix","AZ",2015,0.013071895,1997,-0.103680431,0.265636497,430
2021-11-01,2021-11-28,332,11,2021,"Phoenix","AZ",1833,0.020601336,1779,-0.082989691,0.271312083,42875
2021-11-08,2021-12-05,339,12,2021,"Phoenix","AZ",1767,0.025536854,1922,-0.097652582,0.269606939,430
2021-11-15,2021-12-12,346,12,2021,"Phoenix","AZ",1650,0.006097561,1981,-0.073433115,0.281603861,4315
2021-11-22,2021-12-19,353,12,2021,"Phoenix","AZ",1563,0.019569472,1948,-0.08630394,0.284261143,434
2021-11-29,2021-12-26,360,12,2021,"Phoenix","AZ",1485,0.034122563,2027,-0.038425047,0.278501928,43525
2021-12-06,2022-01-02,2,1,2022,"Phoenix","AZ",1295,0.005434783,1882,-0.027390181,0.289785344,435625
2021-12-13,2022-01-09,9,1,2022,"Phoenix","AZ",1325,-0.018518519,1799,-0.036422067,0.285139092,438875
2021-12-20,2022-01-16,16,1,2022,"Phoenix","AZ",1448,-0.006858711,1682,-0.025492468,0.27943314,440125
2021-12-27,2022-01-23,23,1,2022,"Phoenix","AZ",1702,-0.029092983,1607,-0.065154159,0.282041999,442625
2022-01-03,2022-01-30,30,1,2022,"Phoenix","AZ",1930,-0.010763711,1519,-0.127512924,0.280866426,4435
2022-01-10,2022-02-06,37,2,2022,"Phoenix","AZ",2032,0.017526289,1549,-0.079619727,0.274228284,44375
2022-01-17,2022-02-13,44,2,2022,"Phoenix","AZ",2021,-0.003942829,1553,-0.060496068,0.278176597,445125
2022-01-24,2022-02-20,51,2,2022,"Phoenix","AZ",2047,0.002939735,1689,-0.026512968,0.280427046,44975
2022-01-31,2022-02-27,58,2,2022,"Phoenix","AZ",2035,-0.031874405,1797,-0.050211416,0.280701754,45625
2022-02-07,2022-03-06,65,3,2022,"Phoenix","AZ",2062,-0.049331489,2015,-0.024685382,0.285317347,46175
2022-02-14,2022-03-13,72,3,2022,"Phoenix","AZ",2107,-0.054733064,2083,-0.018841262,0.281617847,463625
2022-02-21,2022-03-20,79,3,2022,"Phoenix","AZ",2130,-0.060017652,2108,-0.042688465,0.29034554,46775
2022-02-28,2022-03-27,86,3,2022,"Phoenix","AZ",2188,-0.047867711,2095,0.026960784,0.267797298,4675
2022-03-07,2022-04-03,93,4,2022,"Phoenix","AZ",2178,-0.033717835,2048,-0.029843676,0.266891892,46875
2022-03-14,2022-04-10,100,4,2022,"Phoenix","AZ",2230,-0.020641195,2034,-0.037387601,0.269798658,473
2022-03-21,2022-04-17,107,4,2022,"Phoenix","AZ",2242,-0.031951641,2030,-0.045604137,0.258745875,47675
2022-03-28,2022-04-24,114,4,2022,"Phoenix","AZ",2283,-0.009544469,2046,-0.044817927,0.266182299,47925
2022-04-04,2022-05-01,121,5,2022,"Phoenix","AZ",2354,-0.00716997,2069,-0.055682337,0.255722695,480
2022-04-11,2022-05-08,128,5,2022,"Phoenix","AZ",2397,0.028314028,2066,-0.068949977,0.248789932,48375
2022-04-18,2022-05-15,135,5,2022,"Phoenix","AZ",2523,0.092207792,2002,-0.092886271,0.232257033,481812.5
2022-04-25,2022-05-22,142,5,2022,"Phoenix","AZ",2576,0.109388458,1956,-0.127564674,0.229272152,485562.5
2022-05-02,2022-05-29,149,5,2022,"Phoenix","AZ",2589,0.150155486,1836,-0.178155774,0.220849833,485562.5
2022-05-09,2022-06-05,156,6,2022,"Phoenix","AZ",2602,0.165248545,1856,-0.161319476,0.220616812,486812.5
2022-05-16,2022-06-12,163,6,2022,"Phoenix","AZ",2583,0.142414861,1812,-0.163820951,0.22057902,48695
2022-05-23,2022-06-19,170,6,2022,"Phoenix","AZ",2626,0.166592625,1803,-0.166820702,0.210798356,486075
2022-05-30,2022-06-26,177,6,2022,"Phoenix","AZ",2653,0.152476108,1659,-0.173393124,0.207071645,487325
2022-06-06,2022-07-03,184,7,2022,"Phoenix","AZ",2609,0.152385159,1710,-0.202053196,0.188719306,482887.5
2022-06-13,2022-07-10,191,7,2022,"Phoenix","AZ",2513,0.134025271,1599,-0.226040658,0.16770585,477562.5
2022-06-20,2022-07-17,198,7,2022,"Phoenix","AZ",2428,0.086839749,1499,-0.258287976,0.160064796,474437.5
2022-06-27,2022-07-24,205,7,2022,"Phoenix","AZ",2345,0.063009973,1465,-0.255967496,0.149367321,470062.5
2022-07-04,2022-07-31,212,7,2022,"Phoenix","AZ",2283,0.000438212,1327,-0.31029106,0.133728891,46575
2022-07-11,2022-08-07,219,8,2022,"Phoenix","AZ",2283,-0.015948276,1313,-0.324935733,0.129722349,465375
2022-07-18,2022-08-14,226,8,2022,"Phoenix","AZ",2169,-0.059817945,1259,-0.333862434,0.114733315,461625
2022-07-25,2022-08-21,233,8,2022,"Phoenix","AZ",2070,-0.10467128,1250,-0.349297241,0.106046427,458
2022-08-01,2022-08-28,240,8,2022,"Phoenix","AZ",1982,-0.142362614,1156,-0.362734289,0.110908981,458
2022-08-08,2022-09-04,247,9,2022,"Phoenix","AZ",1874,-0.175538935,1307,-0.338562753,0.101838413,4555
2022-08-15,2022-09-11,254,9,2022,"Phoenix","AZ",1811,-0.186798383,1276,-0.343958869,0.093539461,454475
2022-08-22,2022-09-18,261,9,2022,"Phoenix","AZ",1779,-0.192464821,1291,-0.35158212,0.089093083,453725
2022-08-29,2022-09-25,268,9,2022,"Phoenix","AZ",1770,-0.177126918,1305,-0.339908953,0.078655649,450725
2022-09-05,2022-10-02,275,10,2022,"Phoenix","AZ",1769,-0.179499072,1341,-0.340059055,0.079301383,450725
2022-09-12,2022-10-09,282,10,2022,"Phoenix","AZ",1765,-0.19221968,1367,-0.343734998,0.077981338,4495
2022-09-19,2022-10-16,289,10,2022,"Phoenix","AZ",1708,-0.213627993,1302,-0.36019656,0.073853484,45075
2022-09-26,2022-10-23,296,10,2022,"Phoenix","AZ",1661,-0.238771769,1283,-0.367980296,0.068679692,45125
2022-10-03,2022-10-30,303,10,2022,"Phoenix","AZ",1551,-0.265972551,1126,-0.423155738,0.061176471,451
2022-10-10,2022-11-06,310,11,2022,"Phoenix","AZ",1489,-0.288920726,1145,-0.416411825,0.049122807,4485
2022-10-17,2022-11-13,317,11,2022,"Phoenix","AZ",1432,-0.316793893,1088,-0.427970557,0.034402332,4435
2022-10-24,2022-11-20,324,11,2022,"Phoenix","AZ",1363,-0.323573201,1094,-0.452178267,0.022261628,439572.5
2022-10-31,2022-11-27,331,11,2022,"Phoenix","AZ",1227,-0.330605565,975,-0.451939292,0.00541691,431072.5
2022-11-07,2022-12-04,338,12,2022,"Phoenix","AZ",1138,-0.355970572,1040,-0.458896982,-0.000412791,429822.5
2022-11-14,2022-12-11,345,12,2022,"Phoenix","AZ",1063,-0.355757576,1067,-0.46138314,-0.004177289,429697.5
2022-11-21,2022-12-18,352,12,2022,"Phoenix","AZ",1000,-0.360204734,1051,-0.460472279,-0.018145161,426125
2022-11-28,2022-12-25,359,12,2022,"Phoenix","AZ",975,-0.343434343,1140,-0.437592501,-0.014335439,429010.5
2022-12-05,2023-01-01,1,1,2023,"Phoenix","AZ",862,-0.334362934,1068,-0.432518597,-0.028384964,423259.8
2022-12-12,2023-01-08,8,1,2023,"Phoenix","AZ",914,-0.310188679,1017,-0.434685937,-0.040991626,420884.8
2022-12-19,2023-01-15,15,1,2023,"Phoenix","AZ",1037,-0.283839779,958,-0.430439952,-0.039029139,422947.3
2022-12-26,2023-01-22,22,1,2023,"Phoenix","AZ",1241,-0.270857814,901,-0.43932794,-0.045327761,422561.8
2023-01-02,2023-01-29,29,1,2023,"Phoenix","AZ",1511,-0.217098446,836,-0.44963792,-0.045518602,423312.5
2023-01-09,2023-02-05,36,2,2023,"Phoenix","AZ",1617,-0.204232283,958,-0.381536475,-0.046056338,423312.5
2023-01-16,2023-02-12,43,2,2023,"Phoenix","AZ",1678,-0.169717961,991,-0.361880232,-0.056444819,420
2023-01-23,2023-02-19,50,2,2023,"Phoenix","AZ",1696,-0.171470445,1141,-0.324452339,-0.065953307,420087.5
2023-01-30,2023-02-26,57,2,2023,"Phoenix","AZ",1642,-0.193120393,1227,-0.317195326,-0.073780822,422587.5
2023-02-06,2023-03-05,64,3,2023,"Phoenix","AZ",1626,-0.211445199,1399,-0.305707196,-0.08216026,423812.5
2023-02-13,2023-03-12,71,3,2023,"Phoenix","AZ",1563,-0.258186996,1507,-0.276524244,-0.080479914,426312.5
2023-02-20,2023-03-19,78,3,2023,"Phoenix","AZ",1530,-0.281690141,1504,-0.286527514,-0.088776056,426225
2023-02-27,2023-03-26,85,3,2023,"Phoenix","AZ",1542,-0.295246801,1540,-0.264916468,-0.08828877,426225
2023-03-06,2023-04-02,92,4,2023,"Phoenix","AZ",1518,-0.303030303,1529,-0.253417969,-0.088576,42723
2023-03-13,2023-04-09,99,4,2023,"Phoenix","AZ",1531,-0.313452915,1478,-0.273352999,-0.088863636,430967.5
2023-03-20,2023-04-16,106,4,2023,"Phoenix","AZ",1577,-0.296610169,1461,-0.280295567,-0.09065548,43353
2023-03-27,2023-04-23,113,4,2023,"Phoenix","AZ",1600,-0.299167762,1494,-0.269794721,-0.090573813,435842.5
2023-04-03,2023-04-30,120,4,2023,"Phoenix","AZ",1581,-0.32837723,1519,-0.265828903,-0.086223958,438612.5
2023-04-10,2023-05-07,127,5,2023,"Phoenix","AZ",1594,-0.335002086,1585,-0.232817038,-0.093281654,438625
2023-04-17,2023-05-14,134,5,2023,"Phoenix","AZ",1571,-0.377328577,1566,-0.217782218,-0.084576469,441062.5
2023-04-24,2023-05-21,141,5,2023,"Phoenix","AZ",1537,-0.403338509,1608,-0.17791411,-0.083537135,445
2023-05-01,2023-05-28,148,5,2023,"Phoenix","AZ",1527,-0.410196987,1578,-0.140522876,-0.081042708,446211.2
2023-05-08,2023-06-04,155,6,2023,"Phoenix","AZ",1464,-0.43735588,1658,-0.106681034,-0.0772398,449211.2
2023-05-15,2023-06-11,162,6,2023,"Phoenix","AZ",1444,-0.440960124,1677,-0.074503311,-0.070312763,452711.2
2023-05-22,2023-06-18,169,6,2023,"Phoenix","AZ",1428,-0.456207159,1627,-0.097615086,-0.066067582,453961.2
2023-05-29,2023-06-25,176,6,2023,"Phoenix","AZ",1419,-0.465133811,1492,-0.10066305,-0.068896527,45375
2023-06-05,2023-07-02,183,7,2023,"Phoenix","AZ",1425,-0.453813722,1530,-0.105263158,-0.057751547,455
2023-06-12,2023-07-09,190,7,2023,"Phoenix","AZ",1376,-0.452447274,1415,-0.11507192,-0.057191467,45025
2023-06-19,2023-07-16,197,7,2023,"Phoenix","AZ",1365,-0.437808896,1371,-0.08539026,-0.053616124,449
2023-06-26,2023-07-23,204,7,2023,"Phoenix","AZ",1351,-0.423880597,1372,-0.063481229,-0.046935248,448
2023-07-03,2023-07-30,211,7,2023,"Phoenix","AZ",1358,-0.405168638,1229,-0.073850791,-0.042141707,446122.5
2023-07-10,2023-08-06,218,8,2023,"Phoenix","AZ",1417,-0.379325449,1327,0.010662605,-0.038146656,447622.5
2023-07-17,2023-08-13,225,8,2023,"Phoenix","AZ",1426,-0.342554172,1253,-0.004765687,-0.033040888,446372.5
2023-07-24,2023-08-20,232,8,2023,"Phoenix","AZ",1472,-0.288888889,1242,-0.0064,-0.022658297,447622.5
2023-07-31,2023-08-27,239,8,2023,"Phoenix","AZ",1493,-0.246720484,1178,0.019031142,-0.028111354,445125
2023-08-07,2023-09-03,246,9,2023,"Phoenix","AZ",1488,-0.205976521,1265,-0.03213466,-0.023326015,444875
2023-08-14,2023-09-10,253,9,2023,"Phoenix","AZ",1509,-0.166758697,1242,-0.026645768,-0.020023104,445375
2023-08-21,2023-09-17,260,9,2023,"Phoenix","AZ",1516,-0.147835863,1219,-0.05577072,-0.018403218,445375
2023-08-28,2023-09-24,267,9,2023,"Phoenix","AZ",1543,-0.128248588,1237,-0.05210728,-0.014088413,444375
2023-09-04,2023-10-01,274,10,2023,"Phoenix","AZ",1575,-0.109666478,1205,-0.101416853,-0.01733607,442911.2
2023-09-11,2023-10-08,281,10,2023,"Phoenix","AZ",1602,-0.092351275,1202,-0.120702268,-0.006257397,446687.3
2023-09-18,2023-10-15,288,10,2023,"Phoenix","AZ",1620,-0.051522248,1137,-0.126728111,-0.011062451,445763.6
2023-09-25,2023-10-22,295,10,2023,"Phoenix","AZ",1624,-0.022275738,1093,-0.148090413,-0.00592554,448576.1
2023-10-02,2023-10-29,302,10,2023,"Phoenix","AZ",1603,0.033526757,999,-0.112788632,-0.002129047,450039.8
2023-10-09,2023-11-05,309,11,2023,"Phoenix","AZ",1577,0.059100067,1071,-0.064628821,0.00058796,448763.7
2023-10-16,2023-11-12,316,11,2023,"Phoenix","AZ",1552.367837,0.084055752,1039.66,-0.044432688,0.016206313,450687.5
2023-10-23,2023-11-19,323,11,2023,"Phoenix","AZ",1523.38738,0.117672326,1052.04,-0.038355263,0.031115459,45325
2023-10-30,2023-11-26,330,11,2023,"Phoenix","AZ",1374.686763,0.12036411,954.9894874,-0.020523603,0.051447262,45325
2023-11-06,2023-12-03,337,12,2023,"Phoenix","AZ",1373.803384,0.207208597,987.3685346,-0.050607178,0.049270338,451
2019-12-09,2020-01-05,5,1,2020,"Riverside","CA",718,-0.084183673,1033,0.159371493,0.053398981,373875
2019-12-16,2020-01-12,12,1,2020,"Riverside","CA",805,-0.105555556,981,0.163701068,0.066758917,377750
2019-12-23,2020-01-19,19,1,2020,"Riverside","CA",959,-0.066212269,906,0.192105263,0.06521647,376937.5
2019-12-30,2020-01-26,26,1,2020,"Riverside","CA",1195,-0.047049442,887,0.233657858,0.071018946,378187.5
2020-01-06,2020-02-02,33,2,2020,"Riverside","CA",1335,-0.005956813,920,0.141439206,0.077197655,378971.6
2020-01-13,2020-02-09,40,2,2020,"Riverside","CA",1373,0.022338049,912,0.164750958,0.085070769,379096.6
2020-01-20,2020-02-16,47,2,2020,"Riverside","CA",1374,0.002919708,921,0.137037037,0.084911966,380804.1
2020-01-27,2020-02-23,54,2,2020,"Riverside","CA",1375,0.020029674,944,0.102803738,0.07669691,383304.1
2020-02-03,2020-03-01,61,3,2020,"Riverside","CA",1392,0.026548673,1021,0.103783784,0.0760098,384270
2020-02-10,2020-03-08,68,3,2020,"Riverside","CA",1436,0.033837293,1071,0.068862275,0.062620118,384270
2020-02-17,2020-03-15,75,3,2020,"Riverside","CA",1440,0.008403361,1107,0.067502411,0.056090847,383625
2020-02-24,2020-03-22,82,3,2020,"Riverside","CA",1403,-0.047522064,1183,0.074477748,0.064368999,387962.5
2020-03-02,2020-03-29,89,3,2020,"Riverside","CA",1285,-0.145611702,1130,-0.025862069,0.066928865,389962.5
2020-03-09,2020-04-05,96,4,2020,"Riverside","CA",1145,-0.267902813,1141,-0.01637931,0.075055641,392462.5
2020-03-16,2020-04-12,103,4,2020,"Riverside","CA",979,-0.393056417,1083,-0.073567151,0.076767677,393087.5
2020-03-23,2020-04-19,110,4,2020,"Riverside","CA",908,-0.441230769,991,-0.180991736,0.072717896,390000
2020-03-30,2020-04-26,117,4,2020,"Riverside","CA",908,-0.447015834,898,-0.23182207,0.054960014,387500
2020-04-06,2020-05-03,124,5,2020,"Riverside","CA",915,-0.434487021,858,-0.325471698,0.033709759,383312.5
2020-04-13,2020-05-10,131,5,2020,"Riverside","CA",1005,-0.373831776,824,-0.363214838,0.030338783,382062.5
2020-04-20,2020-05-17,138,5,2020,"Riverside","CA",1082,-0.342648846,809,-0.379125096,0.029545073,383312.5
2020-04-27,2020-05-24,145,5,2020,"Riverside","CA",1164,-0.282367448,817,-0.387096774,0.039122955,385060
2020-05-04,2020-05-31,152,5,2020,"Riverside","CA",1180,-0.254108723,816,-0.382753404,0.040540814,384997.5
2020-05-11,2020-06-07,159,6,2020,"Riverside","CA",1270,-0.19721871,857,-0.359491779,0.034829436,386247.5
2020-05-18,2020-06-14,166,6,2020,"Riverside","CA",1305,-0.158064516,917,-0.321745562,0.04180743,386247.5
2020-05-25,2020-06-21,173,6,2020,"Riverside","CA",1306,-0.163356823,1003,-0.232593726,0.041623042,388000
2020-06-01,2020-06-28,180,6,2020,"Riverside","CA",1351,-0.133418858,1101,-0.191629956,0.057083048,393735
2020-06-08,2020-07-05,187,7,2020,"Riverside","CA",1325,-0.109543011,1210,-0.065637066,0.066926288,398735
2020-06-15,2020-07-12,194,7,2020,"Riverside","CA",1346,-0.090540541,1281,0.015860428,0.07337033,402485
2020-06-22,2020-07-19,201,7,2020,"Riverside","CA",1381,-0.056049214,1340,0.047693511,0.093203923,407735
2020-06-29,2020-07-26,208,7,2020,"Riverside","CA",1399,-0.043745728,1363,0.141541039,0.0955317,410000
2020-07-06,2020-08-02,215,8,2020,"Riverside","CA",1442,-0.034159411,1462,0.096774194,0.112238658,413750
2020-07-13,2020-08-09,222,8,2020,"Riverside","CA",1484,0.000674309,1479,0.124714829,0.116125696,415475
2020-07-20,2020-08-16,229,8,2020,"Riverside","CA",1514,0.034859877,1479,0.134202454,0.113617775,416225
2020-07-27,2020-08-23,236,8,2020,"Riverside","CA",1553,0.079221682,1495,0.160714286,0.112280016,415725
2020-08-03,2020-08-30,243,8,2020,"Riverside","CA",1566,0.082987552,1451,0.117873652,0.11940559,416975
2020-08-10,2020-09-06,250,9,2020,"Riverside","CA",1607,0.127719298,1502,0.211290323,0.131597506,421375
2020-08-17,2020-09-13,257,9,2020,"Riverside","CA",1578,0.108146067,1443,0.182786885,0.128422883,421875
2020-08-24,2020-09-20,264,9,2020,"Riverside","CA",1594,0.125706215,1441,0.18600823,0.140418153,427500
2020-08-31,2020-09-27,271,9,2020,"Riverside","CA",1588,0.161667886,1425,0.228448276,0.138103161,427500
2020-09-07,2020-10-04,278,10,2020,"Riverside","CA",1548,0.125818182,1455,0.164931946,0.127876397,428875
2020-09-14,2020-10-11,285,10,2020,"Riverside","CA",1582,0.154744526,1513,0.224110032,0.13370565,431375
2020-09-21,2020-10-18,292,10,2020,"Riverside","CA",1577,0.162122329,1482,0.212765957,0.136528327,431312.5
2020-09-28,2020-10-25,299,10,2020,"Riverside","CA",1570,0.162962963,1480,0.275862069,0.13841343,432312.5
2020-10-05,2020-11-01,306,11,2020,"Riverside","CA",1506,0.152257077,1470,0.241554054,0.15096,431610
2020-10-12,2020-11-08,313,11,2020,"Riverside","CA",1452,0.132605304,1472,0.263519313,0.153471572,431110
2020-10-19,2020-11-15,320,11,2020,"Riverside","CA",1371,0.084651899,1460,0.271777003,0.151966555,430547.5
2020-10-26,2020-11-22,327,11,2020,"Riverside","CA",1309,0.068571429,1486,0.282139776,0.164341137,435172.5
2020-11-02,2020-11-29,334,11,2020,"Riverside","CA",1193,0.111835974,1352,0.27306968,0.162809365,434600
2020-11-09,2020-12-06,341,12,2020,"Riverside","CA",1138,0.148335015,1369,0.291509434,0.164816054,435350
2020-11-16,2020-12-13,348,12,2020,"Riverside","CA",1107,0.209836066,1402,0.307835821,0.176974565,439600
2020-11-23,2020-12-20,355,12,2020,"Riverside","CA",1031,0.2527339,1400,0.285583104,0.166877707,437725
2020-11-30,2020-12-27,362,12,2020,"Riverside","CA",958,0.267195767,1394,0.31509434,0.177532598,440250
2020-12-07,2021-01-03,3,1,2021,"Riverside","CA",843,0.174094708,1330,0.287512101,0.184219325,442750
2020-12-14,2021-01-10,10,1,2021,"Riverside","CA",836,0.038509317,1258,0.282364934,0.160820649,438500
2020-12-21,2021-01-17,17,1,2021,"Riverside","CA",921,-0.039624609,1178,0.300220751,0.164151882,438812.5
2020-12-28,2021-01-24,24,1,2021,"Riverside","CA",1085,-0.092050209,1175,0.324689966,0.156998843,437562.5
